Regulator	Target	MI
hsa-miR-155-5p	FRS2	0.073582101
hsa-miR-155-5p	FLI1	0.217835497
hsa-miR-155-5p	FLNB	0.07942867
hsa-miR-155-5p	FGF7	0.071539785
hsa-miR-155-5p	FGL2	0.291150893
hsa-miR-155-5p	HBP1	0.066644244
hsa-miR-155-5p	GNB4	0.080628292
hsa-miR-155-5p	GMPS	0.064693428
hsa-miR-155-5p	GJA5	0.070115278
hsa-miR-155-5p	GALT	0.064751177
hsa-miR-155-5p	TM6SF1	0.102568169
hsa-miR-155-5p	IL6R	0.152619076
hsa-miR-155-5p	IL13	0.072349773
hsa-miR-155-5p	IL20	0.073396398
hsa-miR-155-5p	RTKN2	0.074727635
hsa-miR-155-5p	IGF2	0.089864524
hsa-miR-155-5p	RUFY2	0.07892206
hsa-miR-155-5p	RUNX2	0.098536521
hsa-miR-155-5p	LNX2	0.072553025
hsa-miR-155-5p	SPOCK1	0.110426176
hsa-miR-155-5p	LCA5	0.0773201
hsa-miR-155-5p	LCOR	0.072688161
hsa-miR-155-5p	LAT2	0.262271995
hsa-miR-155-5p	KYNU	0.231728517
hsa-miR-155-5p	KSR1	0.086118488
hsa-miR-155-5p	MPP2	0.093453914
hsa-miR-155-5p	MIDN	0.091037378
hsa-miR-155-5p	MITF	0.078897466
hsa-miR-155-5p	MCM8	0.075338116
hsa-miR-155-5p	NRG1	0.08238098
hsa-miR-155-5p	NT5E	0.082322763
hsa-miR-155-5p	NTN4	0.080114684
hsa-miR-155-5p	NEXN	0.065617687
hsa-miR-155-5p	NEO1	0.075221667
hsa-miR-155-5p	NASP	0.086363269
hsa-miR-155-5p	TM9SF1	0.077525969
hsa-miR-155-5p	MYO6	0.067133282
hsa-miR-155-5p	MSI2	0.078816883
hsa-miR-155-5p	MSH2	0.061394804
hsa-miR-155-5p	MSH6	0.070677465
hsa-miR-155-5p	SH3BP4	0.091502443
hsa-miR-155-5p	OLR1	0.11909165
hsa-miR-155-5p	ENTHD1	0.188818645
hsa-miR-155-5p	PUS7	0.072249907
hsa-miR-155-5p	PODN	0.084108974
hsa-miR-155-5p	POMP	0.068640754
hsa-miR-155-5p	PLK1	0.085852948
hsa-miR-155-5p	PLS1	0.068278633
hsa-miR-155-5p	PEX7	0.097347698
hsa-miR-155-5p	PATJ	0.08750291
hsa-miR-155-5p	AKR1C1	0.064376096
hsa-miR-155-5p	RRM2	0.09565164
hsa-miR-155-5p	RGP1	0.079010675
hsa-miR-155-5p	RHEB	0.065144473
hsa-miR-155-5p	RGL1	0.098769538
hsa-miR-155-5p	TCN2	0.180278605
hsa-miR-155-5p	TDO2	0.146184594
hsa-miR-155-5p	SPI1	0.298135496
hsa-miR-155-5p	SELE	0.148027829
hsa-miR-155-5p	UGDH	0.069433249
hsa-miR-155-5p	TTC8	0.183778246
hsa-miR-155-5p	TTC6	0.137623093
hsa-miR-155-5p	TWF1	0.08234691
hsa-miR-155-5p	TPBG	0.122194495
hsa-miR-155-5p	TPM1	0.065854621
hsa-miR-155-5p	TLE4	0.159179809
hsa-miR-155-5p	TJP1	0.066758905
hsa-miR-155-5p	TGM2	0.191630087
hsa-miR-155-5p	THRB	0.072752058
hsa-miR-155-5p	VAV3	0.086828407
hsa-miR-155-5p	SATB1	0.072065966
hsa-miR-155-5p	VWA8	0.065705734
hsa-miR-155-5p	TMBIM6	0.087818601
hsa-miR-155-5p	XPR1	0.05972334
hsa-miR-155-5p	XKR4	0.065153306
hsa-miR-155-5p	SDCBP	0.102902959
hsa-miR-155-5p	YARS	0.073004026
hsa-miR-155-5p	YBX3	0.074447262
hsa-miR-155-5p	KANSL1	0.065591631
hsa-miR-155-5p	GPRIN3	0.153683094
hsa-miR-155-5p	PLEKHA2	0.147605973
hsa-miR-155-5p	ABCD2	0.292229172
hsa-miR-155-5p	ABCC4	0.163843306
hsa-miR-155-5p	ABHD2	0.055768085
hsa-miR-155-5p	ACVR1	0.075806713
hsa-miR-155-5p	ACOT7	0.076166013
hsa-miR-155-5p	ACRV1	0.070014328
hsa-miR-155-5p	ACTR2	0.076268234
hsa-miR-155-5p	CDKN2A	0.089709233
hsa-miR-155-5p	CDKN1B	0.077630284
hsa-miR-155-5p	SIRT1	0.065037907
hsa-miR-155-5p	DIXDC1	0.0690662
hsa-miR-155-5p	SMAD4	0.075661248
hsa-miR-155-5p	SMAD3	0.06559798
hsa-miR-155-5p	SMAD5	0.075289086
hsa-miR-155-5p	AICDA	0.212003744
hsa-miR-155-5p	SOCS1	0.316353333
hsa-miR-155-5p	SOCS3	0.106065718
hsa-miR-155-5p	SOX11	0.067797258
hsa-miR-155-5p	AKR7L	0.073399858
hsa-miR-155-5p	ALCAM	0.076442459
hsa-miR-155-5p	SRSF2	0.083134166
hsa-miR-155-5p	SRPK2	0.065067882
hsa-miR-155-5p	SSU72	0.063478593
hsa-miR-155-5p	ANPEP	0.088540349
hsa-miR-155-5p	STON1	0.07025413
hsa-miR-155-5p	AP1B1	0.075745423
hsa-miR-155-5p	ARID2	0.079752137
hsa-miR-155-5p	C3orf18	0.115711325
hsa-miR-155-5p	ASF1A	0.067518535
hsa-miR-155-5p	ASTN2	0.098126353
hsa-miR-155-5p	FBXL17	0.079836572
hsa-miR-155-5p	AURKB	0.104419446
hsa-miR-155-5p	AURKA	0.097532251
hsa-miR-155-5p	AXIN2	0.079207289
hsa-miR-155-5p	SLC27A2	0.081465589
hsa-miR-155-5p	SLC35F2	0.060866863
hsa-miR-155-5p	SLC30A1	0.068667069
hsa-miR-155-5p	ZKSCAN1	0.09211579
hsa-miR-155-5p	TNFAIP8	0.322960946
hsa-miR-155-5p	SLC38A5	0.165126211
hsa-miR-155-5p	TBPL1	0.101849105
hsa-miR-155-5p	KANK2	0.091929187
hsa-miR-155-5p	KAT2B	0.079872214
hsa-miR-155-5p	TDRD6	0.16448009
hsa-miR-15a-5p	PNPLA6	0.07347226
hsa-miR-15a-5p	PNPLA7	0.092572261
hsa-miR-15a-5p	RAB4B	0.079739122
hsa-miR-15a-5p	RAB10	0.092922679
hsa-miR-15a-5p	RAB1A	0.062435963
hsa-miR-15a-5p	RAB21	0.076286428
hsa-miR-15a-5p	RAB3B	0.079942794
hsa-miR-15a-5p	RAB8B	0.06544383
hsa-miR-15a-5p	RAD9A	0.111680107
hsa-miR-15a-5p	RBM12	0.081631144
hsa-miR-15a-5p	RBMS1	0.068000182
hsa-miR-15a-5p	C3orf58	0.065322169
hsa-miR-15a-5p	PWWP2B	0.074123539
hsa-miR-15a-5p	MSANTD4	0.07736454
hsa-miR-15a-5p	REV3L	0.072854734
hsa-miR-15a-5p	REXO1	0.07821057
hsa-miR-15a-5p	IDH3A	0.070292082
hsa-miR-15a-5p	RGPD8	0.084086039
hsa-miR-15a-5p	RIC8A	0.058139556
hsa-miR-15a-5p	IFT20	0.07848785
hsa-miR-15a-5p	SLC15A4	0.087777366
hsa-miR-15a-5p	CHORDC1	0.078221529
hsa-miR-15a-5p	SLC35F5	0.072216607
hsa-miR-15a-5p	SLC36A1	0.067279212
hsa-miR-15a-5p	IKBKB	0.069158972
hsa-miR-15a-5p	RAB11FIP2	0.074619788
hsa-miR-15a-5p	TRIP10	0.071449592
hsa-miR-15a-5p	TRIM59	0.063559838
hsa-miR-15a-5p	PRKAR2A	0.065007672
hsa-miR-15a-5p	RRP1B	0.071888333
hsa-miR-15a-5p	ZNF532	0.082806802
hsa-miR-15a-5p	ZNF654	0.06713356
hsa-miR-15a-5p	ZNF267	0.083962146
hsa-miR-15a-5p	ZNF436	0.094683101
hsa-miR-15a-5p	ZNF449	0.062463119
hsa-miR-15a-5p	TIMM13	0.084840158
hsa-miR-15a-5p	POLR1A	0.071144408
hsa-miR-15a-5p	SMIM13	0.094842639
hsa-miR-15a-5p	BMPR1A	0.079032192
hsa-miR-15a-5p	HIGD2A	0.078255853
hsa-miR-15a-5p	POU2F1	0.077285426
hsa-miR-15a-5p	POU6F1	0.066192673
hsa-miR-15a-5p	SCN3A	0.071464639
hsa-miR-15a-5p	LAMTOR4	0.096152374
hsa-miR-15a-5p	SEH1L	0.070298372
hsa-miR-15a-5p	KIAA1549L	0.08974827
hsa-miR-15a-5p	sep-02	0.069528145
hsa-miR-15a-5p	SERF2	0.075487255
hsa-miR-15a-5p	SFXN5	0.06845279
hsa-miR-15a-5p	SGMS2	0.081372775
hsa-miR-15a-5p	SMURF2	0.101487956
hsa-miR-15a-5p	SHPRH	0.071870023
hsa-miR-15a-5p	ACSL4	0.090542186
hsa-miR-15a-5p	ACTR2	0.099992217
hsa-miR-15a-5p	SHROOM4	0.073880715
hsa-miR-15a-5p	HIRIP3	0.07099836
hsa-miR-15a-5p	SKAP2	0.070046791
hsa-miR-15a-5p	SLIT2	0.061001214
hsa-miR-15a-5p	SNTB2	0.080886909
hsa-miR-15a-5p	SNX18	0.089813175
hsa-miR-15a-5p	SOCS5	0.100485399
hsa-miR-15a-5p	SRPRA	0.073319397
hsa-miR-15a-5p	SRPK1	0.066225349
hsa-miR-15a-5p	STAG1	0.08698932
hsa-miR-15a-5p	STX17	0.073130765
hsa-miR-15a-5p	AP5Z1	0.091105479
hsa-miR-15a-5p	STK19	0.07083078
hsa-miR-15a-5p	STK33	0.069700309
hsa-miR-15a-5p	MRPL43	0.072328278
hsa-miR-15a-5p	MRPS26	0.084224226
hsa-miR-15a-5p	AREL1	0.062024642
hsa-miR-15a-5p	ARIH1	0.110018403
hsa-miR-15a-5p	ARMC1	0.069313991
hsa-miR-15a-5p	ARMC5	0.08211749
hsa-miR-15a-5p	ARL10	0.066526151
hsa-miR-15a-5p	CD300LG	0.064259345
hsa-miR-15a-5p	ASCC1	0.083395921
hsa-miR-15a-5p	CAPZA2	0.064421449
hsa-miR-15a-5p	ASXL2	0.086616423
hsa-miR-15a-5p	ATP7A	0.070550374
hsa-miR-15a-5p	SYNE1	0.073090325
hsa-miR-15a-5p	CARD10	0.068071246
hsa-miR-15a-5p	B3GAT3	0.067089963
hsa-miR-15a-5p	PPP1R7	0.073647763
hsa-miR-15a-5p	RAPGEF2	0.07874135
hsa-miR-15a-5p	FAM122A	0.075544636
hsa-miR-15a-5p	FAM135A	0.074537442
hsa-miR-15a-5p	TARBP2	0.120929173
hsa-miR-15a-5p	PACSIN1	0.073020111
hsa-miR-15a-5p	TAF15	0.070376565
hsa-miR-15a-5p	ZC3H12C	0.074064129
hsa-miR-15a-5p	ZC3H12B	0.068776217
hsa-miR-15a-5p	TBCEL	0.101694886
hsa-miR-15a-5p	NFATC3	0.125624995
hsa-miR-15a-5p	SEMA3A	0.073447606
hsa-miR-15a-5p	SEMA3D	0.074723403
hsa-miR-15a-5p	TEAD1	0.090257739
hsa-miR-15a-5p	sep-11	0.092238854
hsa-miR-15a-5p	ADAMTS5	0.072203865
hsa-miR-15a-5p	ANKRD13D	0.141684407
hsa-miR-15a-5p	ANKRD33B	0.070134705
hsa-miR-15a-5p	BACH2	0.075056295
hsa-miR-15a-5p	BACE1	0.100905345
hsa-miR-15a-5p	KCNJ2	0.068305622
hsa-miR-15a-5p	FAM91A1	0.07849889
hsa-miR-15a-5p	ARRDC1	0.079346843
hsa-miR-15a-5p	ARRDC4	0.072390736
hsa-miR-15a-5p	AMMECR1	0.066813833
hsa-miR-15a-5p	CTDSP1	0.078803775
hsa-miR-15a-5p	CAPRIN1	0.082405783
hsa-miR-15a-5p	KIF1B	0.126202683
hsa-miR-15a-5p	TNIP2	0.076695568
hsa-miR-15a-5p	KLHL2	0.070037135
hsa-miR-15a-5p	KMT2A	0.067565933
hsa-miR-15a-5p	KMT2C	0.067662192
hsa-miR-15a-5p	TRIM2	0.062659277
hsa-miR-15a-5p	TRAM1	0.095766506
hsa-miR-15a-5p	KPNA1	0.059403575
hsa-miR-15a-5p	KPNA3	0.075691726
hsa-miR-15a-5p	TTPAL	0.075679072
hsa-miR-15a-5p	PIK3C2A	0.084570345
hsa-miR-15a-5p	NOTCH2	0.096810378
hsa-miR-15a-5p	KRT75	0.064282208
hsa-miR-15a-5p	BRMS1	0.088240429
hsa-miR-15a-5p	SUPT16H	0.066255881
hsa-miR-15a-5p	ago-01	0.088420141
hsa-miR-15a-5p	AATK	0.065558937
hsa-miR-15a-5p	ABL2	0.065763275
hsa-miR-15a-5p	CHD7	0.077526249
hsa-miR-15a-5p	CHD9	0.081535112
hsa-miR-15a-5p	CHRD	0.071438414
hsa-miR-15a-5p	CALU	0.091651748
hsa-miR-15a-5p	CASK	0.092169592
hsa-miR-15a-5p	CANX	0.067445623
hsa-miR-15a-5p	CBFB	0.065398526
hsa-miR-15a-5p	CCNJ	0.064550347
hsa-miR-15a-5p	PAFAH1B1	0.069764986
hsa-miR-15a-5p	ATF6	0.090768756
hsa-miR-15a-5p	ATL2	0.087048952
hsa-miR-15a-5p	AVL9	0.069727057
hsa-miR-15a-5p	MAPRE1	0.057924928
hsa-miR-15a-5p	AKT3	0.076208159
hsa-miR-15a-5p	ETV1	0.0804313
hsa-miR-15a-5p	EVI5	0.069224462
hsa-miR-15a-5p	EPT1	0.078597497
hsa-miR-15a-5p	RABAC1	0.090320353
hsa-miR-15a-5p	DPP8	0.070493946
hsa-miR-15a-5p	E2F3	0.073646433
hsa-miR-15a-5p	CUL2	0.104845735
hsa-miR-15a-5p	UBE4B	0.081161417
hsa-miR-15a-5p	UBE4A	0.084063352
hsa-miR-15a-5p	UBE2W	0.080788451
hsa-miR-15a-5p	KIF21A	0.073158104
hsa-miR-15a-5p	GPC6	0.07952187
hsa-miR-15a-5p	GPN1	0.067923767
hsa-miR-15a-5p	RAD23B	0.069385203
hsa-miR-15a-5p	UBTD2	0.082003851
hsa-miR-15a-5p	GCLM	0.121393405
hsa-miR-15a-5p	GDI2	0.064841995
hsa-miR-15a-5p	G2E3	0.07429296
hsa-miR-15a-5p	ASNSD1	0.092455573
hsa-miR-15a-5p	FGF1	0.075547653
hsa-miR-15a-5p	FAT4	0.084378838
hsa-miR-15a-5p	LATS2	0.065954044
hsa-miR-15a-5p	LATS1	0.06434018
hsa-miR-15a-5p	LAMC1	0.072022527
hsa-miR-15a-5p	LAMP2	0.067210931
hsa-miR-15a-5p	IPO7	0.084920059
hsa-miR-15a-5p	IARS	0.087017019
hsa-miR-15a-5p	HAS2	0.068023437
hsa-miR-15a-5p	CAMK4	0.067904067
hsa-miR-15a-5p	CALD1	0.082718264
hsa-miR-15a-5p	LCA5	0.075238701
hsa-miR-15a-5p	CAB39	0.077924871
hsa-miR-15a-5p	CLASRP	0.163488031
hsa-miR-15a-5p	CLASP1	0.08682853
hsa-miR-15a-5p	KDSR	0.080085028
hsa-miR-15a-5p	CCDC6	0.083781888
hsa-miR-15a-5p	CCND2	0.074006416
hsa-miR-15a-5p	NAB1	0.062108121
hsa-miR-15a-5p	MZF1	0.125399151
hsa-miR-15a-5p	CDC42	0.075512338
hsa-miR-15a-5p	MXD3	0.171913587
hsa-miR-15a-5p	MYLK	0.086933076
hsa-miR-15a-5p	MSH2	0.084221512
hsa-miR-15a-5p	MTM1	0.069943371
hsa-miR-15a-5p	MON2	0.070733422
hsa-miR-15a-5p	MED1	0.087216629
hsa-miR-15a-5p	MAFK	0.072847854
hsa-miR-15a-5p	CDK12	0.07385803
hsa-miR-15a-5p	MDN1	0.072619231
hsa-miR-15a-5p	LSM7	0.09160217
hsa-miR-15a-5p	PHYHIP	0.077817474
hsa-miR-15a-5p	PLD1	0.060645921
hsa-miR-15a-5p	PGLS	0.074927309
hsa-miR-15a-5p	PAK2	0.077901952
hsa-miR-15a-5p	LIMS1	0.109996558
hsa-miR-15a-5p	GOLT1B	0.076149125
hsa-miR-15a-5p	NRG1	0.072530581
hsa-miR-15a-5p	RLIM	0.078643626
hsa-miR-15a-5p	ROR1	0.087109074
hsa-miR-15a-5p	CHMP3	0.095910213
hsa-miR-15a-5p	RIF1	0.07819517
hsa-miR-15a-5p	RIC1	0.076903644
hsa-miR-15a-5p	RECK	0.063184029
hsa-miR-15a-5p	RARB	0.063262951
hsa-miR-15a-5p	RBM6	0.077050822
hsa-miR-15a-5p	RBM7	0.066916767
hsa-miR-15a-5p	JMJD1C	0.089018298
hsa-miR-15a-5p	RANBP3	0.104996154
hsa-miR-15a-5p	UBR3	0.087432641
hsa-miR-15a-5p	TRMU	0.081845395
hsa-miR-15a-5p	TUT1	0.077072053
hsa-miR-15a-5p	TLE4	0.067570811
hsa-miR-15a-5p	TLN1	0.059956068
hsa-miR-15a-5p	TET3	0.082034962
hsa-miR-15a-5p	TCP1	0.063820557
hsa-miR-15a-5p	SSH1	0.090966552
hsa-miR-15a-5p	SSH3	0.07588406
hsa-miR-15a-5p	SSR1	0.065137954
hsa-miR-15a-5p	SOS1	0.118603636
hsa-miR-15a-5p	SRPX	0.062095271
hsa-miR-15a-5p	SKIL	0.074460391
hsa-miR-15a-5p	SMG6	0.074865283
hsa-miR-15a-5p	SNRK	0.066970103
hsa-miR-15a-5p	SETX	0.082137079
hsa-miR-15a-5p	CLIP4	0.071342002
hsa-miR-15a-5p	WASL	0.066510375
hsa-miR-15a-5p	ATP13A3	0.089030845
hsa-miR-15a-5p	CMPK1	0.088062765
hsa-miR-15a-5p	RNF144A	0.081995732
hsa-miR-15a-5p	CMTM1	0.066191822
hsa-miR-15a-5p	FRA10AC1	0.068381175
hsa-miR-15a-5p	USP31	0.079106702
hsa-miR-15a-5p	USP25	0.078568874
hsa-miR-15a-5p	USP15	0.079903582
hsa-miR-15a-5p	USP14	0.096090125
hsa-miR-15a-5p	YAP1	0.089060418
hsa-miR-15a-5p	XPR1	0.06874174
hsa-miR-15a-5p	XPO5	0.061156636
hsa-miR-15a-5p	CORO7	0.113523454
hsa-miR-15a-5p	CCNYL1	0.06777063
hsa-miR-15a-5p	PRKAB2	0.061837754
hsa-miR-15a-5p	PRKAA1	0.072726859
hsa-miR-15a-5p	ZHX1	0.086420133
hsa-miR-15a-5p	AKAP13	0.10124601
hsa-miR-15a-5p	CSDE1	0.081308963
hsa-miR-15a-5p	ATP6V1A	0.071830822
hsa-miR-15a-5p	LUZP1	0.131337778
hsa-miR-15a-5p	FAM63B	0.060660107
hsa-miR-15a-5p	DCUN1D1	0.113984709
hsa-miR-15a-5p	SLC25A22	0.078897363
hsa-miR-15a-5p	SLC25A29	0.087880882
hsa-miR-15a-5p	DIAPH1	0.074302442
hsa-miR-15a-5p	LONRF3	0.076934124
hsa-miR-15a-5p	PRRC2C	0.087359102
hsa-miR-15a-5p	GPANK1	0.072551248
hsa-miR-15a-5p	MBTPS2	0.081060621
hsa-miR-15a-5p	MACF1	0.097761844
hsa-miR-15a-5p	MAPK6	0.084387091
hsa-miR-15a-5p	MCFD2	0.08406741
hsa-miR-15a-5p	RBFOX2	0.082861843
hsa-miR-15a-5p	ENTPD7	0.082833593
hsa-miR-15a-5p	MED22	0.083623665
hsa-miR-15a-5p	DCAF7	0.071659804
hsa-miR-15a-5p	MEX3C	0.089921659
hsa-miR-15a-5p	CDADC1	0.066879117
hsa-miR-15a-5p	DCTN5	0.086764357
hsa-miR-15a-5p	DDX3X	0.095533065
hsa-miR-15a-5p	VMA21	0.072884507
hsa-miR-15a-5p	COL12A1	0.057444394
hsa-miR-15a-5p	ATXN1L	0.105392796
hsa-miR-15a-5p	C9orf69	0.060351873
hsa-miR-15a-5p	TMEM43	0.080796018
hsa-miR-15a-5p	TMEM47	0.061265874
hsa-miR-15a-5p	DLEU1	0.05809373
hsa-miR-15a-5p	GPR157	0.068394208
hsa-miR-15a-5p	MOB3B	0.073207394
hsa-miR-15a-5p	CDKN2B	0.067842824
hsa-miR-15a-5p	DNASE1L2	0.119872027
hsa-miR-15a-5p	NFKBIL1	0.087208846
hsa-miR-15a-5p	DNM1L	0.081067748
hsa-miR-15a-5p	GPX1P1	0.120759736
hsa-miR-15a-5p	MYH7B	0.11070079
hsa-miR-15a-5p	ARFGEF1	0.061782195
hsa-miR-15a-5p	HMGXB4	0.070622379
hsa-miR-15a-5p	DYRK2	0.083664558
hsa-miR-15a-5p	DZIP1	0.087051996
hsa-miR-15a-5p	SLC39A10	0.078841844
hsa-miR-15a-5p	NAA15	0.086413226
hsa-miR-15a-5p	NAA25	0.066378088
hsa-miR-15a-5p	TMEM245	0.076808243
hsa-miR-15a-5p	WDR82	0.079091472
hsa-miR-15a-5p	WDR47	0.075168412
hsa-miR-15a-5p	FBXO33	0.071177481
hsa-miR-15a-5p	ALS2CL	0.09419462
hsa-miR-15a-5p	NISCH	0.095589184
hsa-miR-15a-5p	EGLN2	0.110382407
hsa-miR-15a-5p	WDR83OS	0.071082268
hsa-miR-15a-5p	ACVR2A	0.086780157
hsa-miR-15a-5p	NOMO2	0.069715868
hsa-miR-15a-5p	NOMO1	0.056475926
hsa-miR-15a-5p	NPAS3	0.071790073
hsa-miR-15a-5p	KBTBD2	0.070266908
hsa-miR-15a-5p	CNOT6L	0.078717723
hsa-miR-15a-5p	CEP85L	0.075980179
hsa-miR-15a-5p	NUP50	0.070751798
hsa-miR-15a-5p	ADAMTS12	0.070232642
hsa-miR-15a-5p	ESRRA	0.073621099
hsa-miR-15a-5p	TNRC6B	0.077511305
hsa-miR-15a-5p	HECTD1	0.078724496
hsa-miR-15a-5p	GRAMD3	0.074369013
hsa-miR-15a-5p	ADGRL1	0.074261542
hsa-miR-15a-5p	RPS6KA3	0.087532364
hsa-miR-15a-5p	KLHL15	0.068932825
hsa-miR-15a-5p	AMOTL1	0.080515672
hsa-miR-15a-5p	FBXW9	0.086090355
hsa-miR-15a-5p	UBE2V1	0.082736401
hsa-miR-15a-5p	FCGRT	0.069720415
hsa-miR-15a-5p	CDKN2AIPNL	0.066888979
hsa-miR-15a-5p	XIRP1	0.062864308
hsa-miR-15a-5p	SPTY2D1	0.07890366
hsa-miR-15a-5p	TBL1XR1	0.074098081
hsa-miR-15a-5p	TNFSF13B	0.073247434
hsa-miR-15a-5p	HNRNPA1L2	0.083191728
hsa-miR-15a-5p	XRCC5	0.076850925
hsa-miR-15a-5p	PPP2R1A	0.075275558
hsa-miR-15a-5p	TSC22D2	0.06609905
hsa-miR-15a-5p	DYNLRB1	0.073735383
hsa-miR-15a-5p	UBE2QL1	0.064085438
hsa-miR-15a-5p	PCDH17	0.067545253
hsa-miR-15a-5p	MET	0.071098901
hsa-miR-15a-5p	LPP	0.071729954
hsa-miR-15a-5p	GAN	0.075681436
hsa-miR-15a-5p	CRK	0.088520031
hsa-miR-15a-5p	DMD	0.073049669
hsa-miR-15a-5p	DLD	0.071407346
hsa-miR-15a-5p	AK4	0.071054752
hsa-miR-15a-5p	OTUD4	0.084967859
hsa-miR-15a-5p	VCL	0.092815067
hsa-miR-15a-5p	TTL	0.070715305
hsa-miR-15a-5p	FSTL1	0.069557424
hsa-miR-15a-5p	TSN	0.069479098
hsa-miR-15a-5p	REL	0.079400059
hsa-miR-15a-5p	SKI	0.064587228
hsa-miR-15a-5p	SON	0.068821369
hsa-miR-15a-5p	QKI	0.078374221
hsa-miR-15a-5p	MOK	0.070363531
hsa-miR-15a-5p	UBXN2B	0.071888051
hsa-miR-15a-5p	UBXN11	0.148365574
hsa-miR-15a-5p	ARHGAP5	0.084891691
hsa-miR-15a-5p	ARHGEF9	0.064344292
hsa-miR-15a-5p	KIAA1462	0.050965717
hsa-miR-15a-5p	RNF217	0.068784655
hsa-miR-15a-5p	ANKIB1	0.103107647
hsa-miR-15a-5p	ANKS1A	0.071736037
hsa-miR-15a-5p	PAGR1	0.102889894
hsa-miR-15a-5p	ANKMY1	0.087369959
hsa-miR-15a-5p	PLSCR4	0.068633893
hsa-miR-15a-5p	LRPPRC	0.103582884
hsa-miR-15a-5p	PCBP1	0.065633535
hsa-miR-15a-5p	PCGF5	0.088919872
hsa-miR-15a-5p	EPB41L4B	0.07034666
hsa-miR-15a-5p	PDIA6	0.061422372
hsa-miR-15a-5p	PDZD8	0.100291508
hsa-miR-15a-5p	PEX13	0.072731894
hsa-miR-15a-5p	PLXNC1	0.073382929
hsa-miR-15a-5p	PHF20	0.068026992
hsa-miR-15a-5p	PHKG2	0.109064433
hsa-miR-15a-5p	FNDC3B	0.072448882
hsa-miR-15a-5p	DUSP12	0.074517661
hsa-miR-15a-5p	ZBTB20	0.084871292
hsa-miR-15a-5p	ZBTB44	0.075329271
hsa-miR-15a-5p	DYNC1LI2	0.083687086
hsa-miR-15a-5p	GIPC1	0.07588633
hsa-miR-15a-5p	GALNT1	0.095011977
hsa-miR-15a-5p	HNRNPDL	0.06124262
hsa-miR-15a-5p	PHACTR2	0.073269619
hsa-miR-15a-5p	PPIL4	0.077008191
hsa-miR-15a-5p	GNG12	0.063384576
hsa-miR-15a-5p	GNL3L	0.077111665
hsa-miR-15a-5p	GNAI3	0.081472374
hsa-miR-15a-5p	GNA13	0.074723367
hsa-miR-15a-5p	PRDM4	0.064213603
hsa-miR-15a-5p	PRKG1	0.063202177
hsa-miR-15a-5p	PSAT1	0.069815338
hsa-miR-15a-5p	PSMD9	0.063296384
hsa-miR-15a-5p	PTAR1	0.085518552
hsa-miR-15a-5p	YWHAQ	0.084920766
hsa-miR-15a-5p	PTPN4	0.080188737
hsa-miR-15a-5p	PTPRD	0.065055881
hsa-miR-15a-5p	GSK3B	0.065620606
hsa-miR-15a-5p	IRF2BP1	0.083915202
hsa-miR-15a-5p	EIF2B5	0.07458773
hsa-miR-15a-5p	STK38L	0.081549873
hsa-miR-15a-5p	BHLHE41	0.071239203
hsa-miR-15a-5p	FERMT2	0.065358831
hsa-miR-15a-5p	GTF2H1	0.063601332
hsa-miR-15a-5p	GTF3C5	0.063717072
hsa-miR-15a-5p	NUFIP2	0.069268385
hsa-miR-15a-5p	HCFC2	0.068887476
hsa-miR-15a-5p	ZMAT3	0.080543619
hsa-miR-15a-5p	EIF2AK2	0.068036898
hsa-miR-15a-5p	HOXA3	0.065682844
hsa-miR-15a-5p	CHMP4B	0.073278445
hsa-miR-15a-5p	PLEKHJ1	0.103697623
hsa-miR-15a-5p	SCAF11	0.07085717
hsa-miR-15a-5p	SCAMP4	0.075482811
hsa-miR-15a-5p	SLC5A3	0.119517024
hsa-miR-15a-5p	SLC9A6	0.068721634
hsa-miR-15a-5p	CHRNA7	0.074186778
hsa-miR-15a-5p	CHRNA5	0.063809928
hsa-miR-15a-5p	HTR2A	0.069554589
hsa-miR-15a-5p	ARHGAP29	0.083392619
hsa-miR-15a-5p	ARHGAP20	0.078160136
hsa-miR-15a-5p	ARHGAP12	0.064906814
hsa-miR-15a-5p	DNAJB4	0.090975736
hsa-miR-15b-3p	MAGED2	0.11150392
hsa-miR-15b-3p	DPYSL5	0.082751598
hsa-miR-15b-3p	HTR2A	0.110291788
hsa-miR-15b-3p	ADAMDEC1	0.066320415
hsa-miR-15b-3p	MAPK13	0.063013242
hsa-miR-15b-3p	RAD23B	0.087173277
hsa-miR-15b-3p	RAD21	0.168748571
hsa-miR-15b-3p	RAB10	0.074800406
hsa-miR-15b-3p	RAB34	0.071060783
hsa-miR-15b-3p	RBM24	0.101034439
hsa-miR-15b-3p	RHPN2	0.077532087
hsa-miR-15b-3p	C5orf22	0.083600225
hsa-miR-15b-3p	ADAMTS19	0.063435391
hsa-miR-15b-3p	IFIH1	0.074905105
hsa-miR-15b-3p	CCDC89	0.077433091
hsa-miR-15b-3p	RNFT2	0.128406516
hsa-miR-15b-3p	IKBKB	0.084631181
hsa-miR-15b-3p	COL4A3BP	0.074480695
hsa-miR-15b-3p	TCF7L2	0.078705702
hsa-miR-15b-3p	TCEAL2	0.114991273
hsa-miR-15b-3p	BHLHE40	0.073470179
hsa-miR-15b-3p	SLC4A1AP	0.126905796
hsa-miR-15b-3p	ABCC12	0.064389209
hsa-miR-15b-3p	CAMK2N1	0.10630181
